"id","dishname","dishcode","reciepeitemname","pgNo","receipescoop","qty","inGm","inML","inPiece","comments","created_at"
704,"PUNJABI MAGGI","D166","totalingredientsqty",NULL,NULL,145,NULL,NULL,NULL,"","2026-09-21 15:46:59.746891+00"
705,"PUNJABI MAGGI","D166","totalprocessedqty",NULL,NULL,0,NULL,NULL,NULL,"","2026-09-21 15:46:59.746891+00"
706,"PUNJABI MAGGI","D166","dish_out",NULL,"PUNJABI MAGGI_1_portion",NULL,0,0,0,"","2026-09-21 15:46:59.746891+00"
707,"PYAZ KULCHA (ROTI)","D075","aaata","1","aaata_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-21 15:49:29.557509+00"
708,"PYAZ KULCHA (ROTI)","D075","Onion","V11","Onion_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-21 15:49:29.557509+00"
709,"PYAZ KULCHA (ROTI)","D075","aaata","1","aaata_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-21 15:49:29.557509+00"
710,"PYAZ KULCHA (ROTI)","D075","Onion","V11","Onion_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-21 15:49:29.557509+00"
711,"PYAZ KULCHA (ROTI)","D075","totalingredientsqty",NULL,NULL,240,NULL,NULL,NULL,"","2026-09-21 15:49:29.557509+00"
712,"PYAZ KULCHA (ROTI)","D075","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-21 15:49:29.557509+00"
713,"PYAZ KULCHA (ROTI)","D075","dish_out",NULL,"PYAZ KULCHA (ROTI)_1_portion",NULL,0,0,0,"","2026-09-21 15:49:29.557509+00"
714,"TOMATO SOUP","D021","ajinomoto","40","ajinomoto_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-21 15:54:33.437586+00"
715,"TOMATO SOUP","D021","amul butter","72","amul butter_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-21 15:54:33.437586+00"
716,"TOMATO SOUP","D021","black pepper","39B","black pepper_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-21 15:54:33.437586+00"
717,"TOMATO SOUP","D021","sugar","6","sugar_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-21 15:54:33.437586+00"
718,"TOMATO SOUP","D021","TOMATO KETCHUP","71B","TOMATO KETCHUP_gm_reciepe",90,NULL,NULL,NULL,"","2026-09-21 15:54:33.437586+00"
719,"TOMATO SOUP","D021","totalingredientsqty",NULL,NULL,170,NULL,NULL,NULL,"","2026-09-21 15:54:33.437586+00"
720,"TOMATO SOUP","D021","totalprocessedqty",NULL,NULL,0,NULL,NULL,NULL,"","2026-09-21 15:54:33.437586+00"
721,"TOMATO SOUP","D021","dish_out",NULL,"TOMATO SOUP  _1_portion",NULL,0,0,0,"","2026-09-21 15:54:33.437586+00"
722,"ALOO LEHSUNI PARATHA","D008","aaata","1","aaata_gm_reciepe",150,NULL,NULL,NULL,"","2026-09-23 10:54:15.801156+00"
723,"ALOO LEHSUNI PARATHA","D008","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-23 10:54:15.801156+00"
724,"ALOO LEHSUNI PARATHA","D008","totalingredientsqty",NULL,NULL,250,NULL,NULL,NULL,"","2026-09-23 10:54:15.801156+00"
725,"ALOO LEHSUNI PARATHA","D008","totalprocessedqty",NULL,NULL,0,NULL,NULL,NULL,"","2026-09-23 10:54:15.801156+00"
726,"ALOO LEHSUNI PARATHA","D008","dish_out",NULL,"ALOO LEHSUNI PARATHA_1_portion",NULL,0,0,0,"","2026-09-23 10:54:15.801156+00"
727,"ALOO PARATHA","D006","aaata","1","aaata_gm_reciepe",150,NULL,NULL,NULL,"","2026-09-23 10:56:39.965963+00"
728,"ALOO PARATHA","D006","potato","V22","potato_gm_reciepe",150,NULL,NULL,NULL,"","2026-09-23 10:56:39.965963+00"
729,"ALOO PARATHA","D006","Onion","V11","Onion_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-23 10:56:39.965963+00"
730,"ALOO PARATHA","D006","totalingredientsqty",NULL,NULL,330,NULL,NULL,NULL,"","2026-09-23 10:56:39.965963+00"
731,"ALOO PARATHA","D006","totalprocessedqty",NULL,NULL,0,NULL,NULL,NULL,"","2026-09-23 10:56:39.965963+00"
732,"ALOO PARATHA","D006","dish_out",NULL,"ALOO PARATHA_1_portion",NULL,0,0,0,"","2026-09-23 10:56:39.965963+00"
733,"CRISPY VEG","D010","Garlic","V10","Garlic_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:12:53.195915+00"
734,"CRISPY VEG","D010","ajinomoto","40","ajinomoto_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-23 11:12:53.195915+00"
735,"CRISPY VEG","D010","Coriander","V9","Coriander_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:12:53.195915+00"
736,"CRISPY VEG","D010","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:12:53.195915+00"
737,"CRISPY VEG","D010","Spring Onion","V8","Spring Onion_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:12:53.195915+00"
738,"CRISPY VEG","D010","Onion","V11","Onion_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-23 11:12:53.195915+00"
739,"CRISPY VEG","D010","lal mirch","110","lal mirch_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-23 11:12:53.195915+00"
740,"CRISPY VEG","D010","schezwan","41","schezwan_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-23 11:12:53.195915+00"
741,"CRISPY VEG","D010","sugar","6","sugar_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:12:53.195915+00"
742,"CRISPY VEG","D010","tomato kechup","37","tomato kechup_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:12:53.195915+00"
743,"CRISPY VEG","D010","white pepper","39A","white pepper_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-23 11:12:53.195915+00"
744,"CRISPY VEG","D010","totalingredientsqty",NULL,NULL,145,NULL,NULL,NULL,"","2026-09-23 11:12:53.195915+00"
745,"CRISPY VEG","D010","totalprocessedqty",NULL,NULL,0,NULL,NULL,NULL,"","2026-09-23 11:12:53.195915+00"
746,"CRISPY VEG","D010","dish_out",NULL,"CRISPY VEG_1_portion",NULL,0,0,0,"","2026-09-23 11:12:53.195915+00"
747,"JEERA GARLIC RICE","D093","Garlic","V10","Garlic_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:14:37.590099+00"
748,"JEERA GARLIC RICE","D093","jeera","15","jeera_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 11:14:37.590099+00"
749,"JEERA GARLIC RICE","D093","rice","3","rice_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-23 11:14:37.590099+00"
750,"JEERA GARLIC RICE","D093","totalingredientsqty",NULL,NULL,115,NULL,NULL,NULL,"","2026-09-23 11:14:37.590099+00"
751,"JEERA GARLIC RICE","D093","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-23 11:14:37.590099+00"
752,"JEERA GARLIC RICE","D093","dish_out",NULL,"JEERA GARLIC RICE_1_portion",NULL,0,0,0,"","2026-09-23 11:14:37.590099+00"
753,"MAHARAJA BURGER","D150","aloo tikki","77A","aloo tikki_gm_reciepe",70,NULL,NULL,NULL,"","2026-09-23 11:19:00.550077+00"
754,"MAHARAJA BURGER","D150","cheese processed","81","cheese processed_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:19:00.550077+00"
755,"MAHARAJA BURGER","D150","cheese 1pc","82A","cheese 1pc_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:19:00.550077+00"
756,"MAHARAJA BURGER","D150","Cucumber","V12","Cucumber_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-23 11:19:00.550077+00"
757,"MAHARAJA BURGER","D150","metonese","50","metonese_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-23 11:19:00.550077+00"
758,"MAHARAJA BURGER","D150","Cabbage","V7","Cabbage_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 11:19:00.550077+00"
759,"MAHARAJA BURGER","D150","Onion","V11","Onion_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:19:00.550077+00"
760,"MAHARAJA BURGER","D150","Tomato","V18","Tomato_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:19:00.550077+00"
761,"MAHARAJA BURGER","D150","thousand sauce","54","thousand sauce_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-23 11:19:00.550077+00"
762,"MAHARAJA BURGER","D150","totalingredientsqty",NULL,NULL,195,NULL,NULL,NULL,"","2026-09-23 11:19:00.550077+00"
763,"MAHARAJA BURGER","D150","totalprocessedqty",NULL,NULL,0,NULL,NULL,NULL,"","2026-09-23 11:19:00.550077+00"
764,"MAHARAJA BURGER","D150","dish_out",NULL,"MAHARAJA BURGER_1_portion",NULL,0,0,0,"","2026-09-23 11:19:00.550077+00"
765,"Makhani Sandwich","D151","WHITE BREAD","B1",NULL,1,NULL,NULL,NULL,"","2026-09-23 11:21:50.155403+00"
766,"Makhani Sandwich","D151","Coriander","V9","Coriander_gm_reciepe",2,NULL,NULL,NULL,"","2026-09-23 11:21:50.155403+00"
767,"Makhani Sandwich","D151","makhani sauce","51A","makhani sauce_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-23 11:21:50.155403+00"
768,"Makhani Sandwich","D151","metonese","50","metonese_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-23 11:21:50.155403+00"
769,"Makhani Sandwich","D151","PANEER","D3",NULL,60,NULL,NULL,NULL,"","2026-09-23 11:21:50.155403+00"
770,"Makhani Sandwich","D151","proccess chese","81","proccess chese_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-23 11:21:50.155403+00"
771,"Makhani Sandwich","D151","Onion","V11","Onion_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:21:50.155403+00"
772,"Makhani Sandwich","D151","Capsicum","V1","Capsicum_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-23 11:21:50.155403+00"
773,"Makhani Sandwich","D151","totalingredientsqty",NULL,NULL,163,NULL,NULL,NULL,"","2026-09-23 11:21:50.155403+00"
774,"Makhani Sandwich","D151","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-23 11:21:50.155403+00"
775,"Makhani Sandwich","D151","dish_out",NULL,"Makhani Sandwich_1_portion",NULL,0,0,0,"","2026-09-23 11:21:50.155403+00"
776,"VEGGIE BURGER","D149","aloo tikki","77A","aloo tikki_gm_reciepe",70,NULL,NULL,NULL,"","2026-09-23 11:27:48.165347+00"
777,"VEGGIE BURGER","D149","BURGER BUN","B2",NULL,1,NULL,NULL,NULL,"","2026-09-23 11:27:48.165347+00"
778,"VEGGIE BURGER","D149","metonese","50","metonese_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-23 11:27:48.165347+00"
779,"VEGGIE BURGER","D149","Cabbage","V7","Cabbage_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 11:27:48.165347+00"
780,"VEGGIE BURGER","D149","Onion","V11","Onion_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:27:48.165347+00"
781,"VEGGIE BURGER","D149","Capsicum","V1","Capsicum_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:27:48.165347+00"
782,"VEGGIE BURGER","D149","Tomato","V18","Tomato_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:27:48.165347+00"
783,"VEGGIE BURGER","D149","thousand sauce","54","thousand sauce_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-23 11:27:48.165347+00"
784,"VEGGIE BURGER","D149","totalingredientsqty",NULL,NULL,166,NULL,NULL,NULL,"","2026-09-23 11:27:48.165347+00"
785,"VEGGIE BURGER","D149","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-23 11:27:48.165347+00"
786,"VEGGIE BURGER","D149","dish_out",NULL,"VEGGIE BURGER_1_portion",NULL,0,0,0,"","2026-09-23 11:27:48.165347+00"
787,"Veg Pizza","D139","chilly flakes+oregano","61  62","chilly flakes+oregano_gm_reciepe",14,NULL,NULL,NULL,"","2026-09-23 11:31:43.920886+00"
788,"Veg Pizza","D139","corn","80","corn_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-23 11:31:43.920886+00"
789,"Veg Pizza","D139","jelipino","60B","jelipino_gm_reciepe",9,NULL,NULL,NULL,"","2026-09-23 11:31:43.920886+00"
790,"Veg Pizza","D139","metonese","50","metonese_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-23 11:31:43.920886+00"
791,"Veg Pizza","D139","mozrella","74","mozrella_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:31:43.920886+00"
792,"Veg Pizza","D139","olive","35A","olive_gm_reciepe",9,NULL,NULL,NULL,"","2026-09-23 11:31:43.920886+00"
793,"Veg Pizza","D139","pizza pasta sauce","48","pizza pasta sauce_gm_reciepe",30,NULL,NULL,NULL,"","2026-09-23 11:31:43.920886+00"
794,"Veg Pizza","D139","Onion","V11","Onion_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 11:31:43.920886+00"
795,"Veg Pizza","D139","Capsicum","V1","Capsicum_gm_reciepe",13,NULL,NULL,NULL,"","2026-09-23 11:31:43.920886+00"
796,"Veg Pizza","D139","meyonese","50","meyonese_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 11:31:43.920886+00"
797,"Veg Pizza","D139","totalingredientsqty",NULL,NULL,215,NULL,NULL,NULL,"","2026-09-23 11:31:43.920886+00"
798,"Veg Pizza","D139","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-23 11:31:43.920886+00"
799,"Veg Pizza","D139","dish_out",NULL,"Veg Pizza_1_portion",NULL,0,0,0,"","2026-09-23 11:31:43.920886+00"
800,"ALOO GOBI MATAR","D057","potato","V22","potato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-23 11:59:07.607207+00"
801,"ALOO GOBI MATAR","D057","butter","73","butter_gm_reciepe",1,NULL,NULL,NULL,"","2026-09-23 11:59:07.607207+00"
802,"ALOO GOBI MATAR","D057","Cauliflower","V6","Cauliflower_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-23 11:59:07.607207+00"
803,"ALOO GOBI MATAR","D057","matar","79","matar_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-23 11:59:07.607207+00"
804,"ALOO GOBI MATAR","D057","Onion","V11","Onion_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-23 11:59:07.607207+00"
805,"ALOO GOBI MATAR","D057","Tomato","V18","Tomato_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-23 11:59:07.607207+00"
806,"ALOO GOBI MATAR","D057","Chop masala","p10",NULL,150,NULL,NULL,NULL,"","2026-09-23 11:59:07.607207+00"
807,"ALOO GOBI MATAR","D057","totalingredientsqty",NULL,NULL,352,NULL,NULL,NULL,"","2026-09-23 11:59:07.607207+00"
808,"ALOO GOBI MATAR","D057","totalprocessedqty",NULL,NULL,150,NULL,NULL,NULL,"","2026-09-23 11:59:07.607207+00"
809,"ALOO GOBI MATAR","D057","dish_out",NULL,"ALOO GOBI MATAR_1_portion",NULL,0,0,0,"","2026-09-23 11:59:07.607207+00"
810,"Chola Masala Rice Bowl","D170","Tomato","V18","Tomato_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-23 12:15:50.048818+00"
811,"Chola Masala Rice Bowl","D170","maida","2","maida_gm_reciepe",60,NULL,NULL,NULL,"","2026-09-23 12:15:50.048818+00"
812,"Chola Masala Rice Bowl","D170","processed chola","p11",NULL,150,NULL,NULL,NULL,"","2026-09-23 12:15:50.048818+00"
813,"Chola Masala Rice Bowl","D170","ONION GREAVY","P5","ONION GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-23 12:15:50.048818+00"
814,"Chola Masala Rice Bowl","D170","PROCESSED RICE","P1","PROCESSED RICE_1_portion",300,NULL,NULL,NULL,"","2026-09-23 12:15:50.048818+00"
815,"Chola Masala Rice Bowl","D170","totalingredientsqty",NULL,NULL,160,NULL,NULL,NULL,"","2026-09-23 12:15:50.048818+00"
816,"Chola Masala Rice Bowl","D170","totalprocessedqty",NULL,NULL,550,NULL,NULL,NULL,"","2026-09-23 12:15:50.048818+00"
817,"Chola Masala Rice Bowl","D170","dish_out",NULL,"Chola Masala Rice Bowl_1_portion",NULL,0,0,0,"","2026-09-23 12:15:50.048818+00"
818,"CHOLE BHATURE","D002","maida","2","maida_gm_reciepe",60,NULL,NULL,NULL,"","2026-09-23 12:18:58.455991+00"
819,"CHOLE BHATURE","D002","processed chola","p11",NULL,200,NULL,NULL,NULL,"","2026-09-23 12:18:58.455991+00"
820,"CHOLE BHATURE","D002","totalingredientsqty",NULL,NULL,60,NULL,NULL,NULL,"","2026-09-23 12:18:58.455991+00"
821,"CHOLE BHATURE","D002","totalprocessedqty",NULL,NULL,200,NULL,NULL,NULL,"","2026-09-23 12:18:58.455991+00"
822,"CHOLE BHATURE","D002","dish_out",NULL,"CHOLE BHATURE_1_portion",NULL,0,0,0,"","2026-09-23 12:18:58.455991+00"
823,"VEG KOFTA","D054","oil tin","7","oil tin_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 12:33:26.750601+00"
824,"VEG KOFTA","D054","potato","V22","potato_gm_reciepe",40,NULL,NULL,NULL,"","2026-09-23 12:33:26.750601+00"
825,"VEG KOFTA","D054","PANEER","D3",NULL,40,NULL,NULL,NULL,"","2026-09-23 12:33:26.750601+00"
826,"VEG KOFTA","D054","corn flor","36A","corn flor_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 12:33:26.750601+00"
827,"VEG KOFTA","D054","cream","75","cream_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 12:33:26.750601+00"
828,"VEG KOFTA","D054","butter","73","butter_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 12:33:26.750601+00"
829,"VEG KOFTA","D054","MIX veg","D059","MIX veg_1_portion",60,NULL,NULL,NULL,"","2026-09-23 12:33:26.750601+00"
830,"VEG KOFTA","D054","ONION GREAVY","P5","ONION GREAVY_1_portion",90,NULL,NULL,NULL,"","2026-09-23 12:33:26.750601+00"
831,"VEG KOFTA","D054","TOMATO GREAVY","P4","TOMATO GREAVY_1_portion",50,NULL,NULL,NULL,"","2026-09-23 12:33:26.750601+00"
832,"VEG KOFTA","D054","totalingredientsqty",NULL,NULL,110,NULL,NULL,NULL,"","2026-09-23 12:33:26.750601+00"
833,"VEG KOFTA","D054","totalprocessedqty",NULL,NULL,200,NULL,NULL,NULL,"","2026-09-23 12:33:26.750601+00"
834,"VEG KOFTA","D054","dish_out",NULL,"VEG KOFTA_1_portion",NULL,0,0,0,"","2026-09-23 12:33:26.750601+00"
835,"DAL tadka","D063","oil tin","7","oil tin_gm_reciepe",7,NULL,NULL,NULL,"","2026-09-23 12:38:38.465785+00"
836,"DAL tadka","D063","Garlic","V10","Garlic_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 12:38:38.465785+00"
837,"DAL tadka","D063","jeera","15","jeera_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 12:38:38.465785+00"
838,"DAL tadka","D063","Onion","V11","Onion_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-23 12:38:38.465785+00"
839,"DAL tadka","D063","Tomato","V18","Tomato_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 12:38:38.465785+00"
840,"DAL tadka","D063","Coriander","V9","Coriander_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 12:38:38.465785+00"
841,"DAL tadka","D063","lal mirch","110","lal mirch_gm_reciepe",1,NULL,NULL,NULL,"","2026-09-23 12:38:38.465785+00"
842,"DAL tadka","D063","PROCESSED DAL","P2","PROCESSED DAL_1_portion",250,NULL,NULL,NULL,"","2026-09-23 12:38:38.465785+00"
843,"DAL tadka","D063","totalingredientsqty",NULL,NULL,58,NULL,NULL,NULL,"","2026-09-23 12:38:38.465785+00"
844,"DAL tadka","D063","totalprocessedqty",NULL,NULL,250,NULL,NULL,NULL,"","2026-09-23 12:38:38.465785+00"
845,"DAL tadka","D063","dish_out",NULL,"DAL tadka_1_portion",NULL,0,0,0,"","2026-09-23 12:38:38.465785+00"
846,"VEG BIRYANI","D097","ROSE WATER","25A","ROSE WATER_gm_reciepe",1,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
847,"VEG BIRYANI","D097","KEVDA JAL","25B","KEVDA JAL _gm_reciepe",1,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
848,"VEG BIRYANI","D097","Ginger","V3","Ginger_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
849,"VEG BIRYANI","D097","Onion","V11","Onion_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
850,"VEG BIRYANI","D097","green peas","79","green peas_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
851,"VEG BIRYANI","D097","GHEE","21A","GHEE_gm_reciepe",2,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
852,"VEG BIRYANI","D097","oil tin","7","oil tin_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
853,"VEG BIRYANI","D097","CURD","D2",NULL,15,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
854,"VEG BIRYANI","D097","Mint Leaves","V17","Mint Leaves_gm_reciepe",2,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
855,"VEG BIRYANI","D097","PROCESSED RICE","P1","PROCESSED RICE_1_portion",250,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
856,"VEG BIRYANI","D097","Chop masala","p10",NULL,20,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
857,"VEG BIRYANI","D097","MIX veg","D059","MIX veg_1_portion",40,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
858,"VEG BIRYANI","D097","totalingredientsqty",NULL,NULL,66,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
859,"VEG BIRYANI","D097","totalprocessedqty",NULL,NULL,310,NULL,NULL,NULL,"","2026-09-23 12:42:58.236798+00"
860,"VEG BIRYANI","D097","dish_out",NULL,"VEG BIRYANI_1_portion",NULL,0,0,0,"","2026-09-23 12:42:58.236798+00"
861,"MIX veg","D059","green peas","79","green peas_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-23 13:17:23.695855+00"
862,"MIX veg","D059","cream","75","cream_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 13:17:23.695855+00"
863,"MIX veg","D059","butter","73","butter_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 13:17:23.695855+00"
864,"MIX veg","D059","Chop veggie","p12",NULL,65,NULL,NULL,NULL,"","2026-09-23 13:17:23.695855+00"
865,"MIX veg","D059","ONION GREAVY","P5","ONION GREAVY_1_portion",80,NULL,NULL,NULL,"","2026-09-23 13:17:23.695855+00"
866,"MIX veg","D059","TOMATO GREAVY","P4","TOMATO GREAVY_1_portion",40,NULL,NULL,NULL,"","2026-09-23 13:17:23.695855+00"
867,"MIX veg","D059","Chop masala","p10",NULL,20,NULL,NULL,NULL,"","2026-09-23 13:17:23.695855+00"
868,"MIX veg","D059","totalingredientsqty",NULL,NULL,35,NULL,NULL,NULL,"","2026-09-23 13:17:23.695855+00"
869,"MIX veg","D059","totalprocessedqty",NULL,NULL,205,NULL,NULL,NULL,"","2026-09-23 13:17:23.695855+00"
870,"MIX veg","D059","dish_out",NULL,"MIX veg_1_portion",NULL,0,0,0,"","2026-09-23 13:17:23.695855+00"
871,"VEG KADHAI","D052","green peas","79","green peas_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-23 13:33:17.595405+00"
872,"VEG KADHAI","D052","AMUL CREAM","76","AMUL CREAM_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 13:33:17.595405+00"
873,"VEG KADHAI","D052","oil tin","7","oil tin_gm_reciepe",3,NULL,NULL,NULL,"","2026-09-23 13:33:17.595405+00"
874,"VEG KADHAI","D052","Chop veggie","p12",NULL,100,NULL,NULL,NULL,"","2026-09-23 13:33:17.595405+00"
875,"VEG KADHAI","D052","Chop masala","p10",NULL,25,NULL,NULL,NULL,"","2026-09-23 13:33:17.595405+00"
876,"VEG KADHAI","D052","TOMATO GREAVY","P4","TOMATO GREAVY_1_portion",50,NULL,NULL,NULL,"","2026-09-23 13:33:17.595405+00"
877,"VEG KADHAI","D052","ONION GREAVY","P5","ONION GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-23 13:33:17.595405+00"
878,"VEG KADHAI","D052","KAJU MAGAJ GREAVY","P6","KAJU MAGAJ GREAVY_1_portion",35,NULL,NULL,NULL,"","2026-09-23 13:33:17.595405+00"
879,"VEG KADHAI","D052","totalingredientsqty",NULL,NULL,23,NULL,NULL,NULL,"","2026-09-23 13:33:17.595405+00"
880,"VEG KADHAI","D052","totalprocessedqty",NULL,NULL,310,NULL,NULL,NULL,"","2026-09-23 13:33:17.595405+00"
881,"VEG KADHAI","D052","dish_out",NULL,"VEG KADHAI_1_portion",NULL,0,0,0,"","2026-09-23 13:33:17.595405+00"
882,"VEG KADHAI","D052","green peas","79","green peas_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-23 13:33:37.743125+00"
883,"VEG KADHAI","D052","AMUL CREAM","76","AMUL CREAM_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 13:33:37.743125+00"
884,"VEG KADHAI","D052","oil tin","7","oil tin_gm_reciepe",3,NULL,NULL,NULL,"","2026-09-23 13:33:37.743125+00"
885,"VEG KADHAI","D052","Chop veggie","p12",NULL,100,NULL,NULL,NULL,"","2026-09-23 13:33:37.743125+00"
886,"VEG KADHAI","D052","Chop masala","p10",NULL,25,NULL,NULL,NULL,"","2026-09-23 13:33:37.743125+00"
887,"VEG KADHAI","D052","TOMATO GREAVY","P4","TOMATO GREAVY_1_portion",50,NULL,NULL,NULL,"","2026-09-23 13:33:37.743125+00"
888,"VEG KADHAI","D052","ONION GREAVY","P5","ONION GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-23 13:33:37.743125+00"
889,"VEG KADHAI","D052","KAJU MAGAJ GREAVY","P6","KAJU MAGAJ GREAVY_1_portion",35,NULL,NULL,NULL,"","2026-09-23 13:33:37.743125+00"
890,"VEG KADHAI","D052","totalingredientsqty",NULL,NULL,23,NULL,NULL,NULL,"","2026-09-23 13:33:37.743125+00"
891,"VEG KADHAI","D052","totalprocessedqty",NULL,NULL,310,NULL,NULL,NULL,"","2026-09-23 13:33:37.743125+00"
892,"VEG KADHAI","D052","dish_out",NULL,"VEG KADHAI_1_portion",NULL,0,0,0,"","2026-09-23 13:33:37.743125+00"
893,"DAL  makhani","D061","BLACK MUNG DAL","17B","BLACK MUNG DAL_gm_reciepe",150,NULL,NULL,NULL,"","2026-09-23 13:37:31.245944+00"
894,"DAL  makhani","D061","chana dal","17A","chana dal_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-23 13:37:31.245944+00"
895,"DAL  makhani","D061","RAJMA","18B","RAJMA _gm_reciepe",10,NULL,NULL,NULL,"","2026-09-23 13:37:31.245944+00"
896,"DAL  makhani","D061","oil tin","7","oil tin_gm_reciepe",7,NULL,NULL,NULL,"","2026-09-23 13:37:31.245944+00"
897,"DAL  makhani","D061","Ginger","V3","Ginger_gm_reciepe",15,NULL,NULL,NULL,"","2026-09-23 13:37:31.245944+00"
898,"DAL  makhani","D061","Tomato","V18","Tomato_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-23 13:37:31.245944+00"
